Name,Number,Position,Height,Weight,Academic Year,Hometown,Highschool,Year
Dare Ogunbowale,23,RB,"5'11""",200 lbs,R-Jr.,"Milwaukee, Wis.",Marquette,2015
Keelon Brookins,24,ILB,"5'11""",213 lbs,R-So.,"St. Paul, Minn.",Tartan,2015
Ricky Finco,24,WR,"5'8""",185 lbs,So.,"Hartland, Wis.",Arrowhead/UW-Whitewater,2015
Derrick Tindal,25,CB,"5'11""",176 lbs,So.,"Fort Lauderdale, Fla.",Boyd Anderson,2015
Derek Straus,26,FB,"6'1""",227 lbs,R-Sr.,"Waunakee, Wis.",Waunakee,2015
Elijah Strong,26,CB,"6'0""",170 lbs,Fr.,"Oak Creek, Wis.",Oak Creek,2015
Bradrick Shaw,27,RB,"6'1""",205 lbs,Fr.,"Birmingham, Ala.",Hoover,2015
Taiwan Deal,28,RB,"6'1""",220 lbs,R-Fr.,"Capitol Heights, Md.",DeMatha,2015
Terrance Floyd,29,CB,"5'10""",198 lbs,R-Sr.,"Boynton Beach, Fla.",Santaluces,2015
Max Praschak,29,OLB,"6'2""",198 lbs,Fr.,"Somerset, Wis.",Somerset,2015
Serge Trezy,30,RB,"6'2""",202 lbs,R-Jr.,"Orlando, Fla.",Agape/Eastern Arizona,2015
Jake Whalen,30,OLB,"6'1""",229 lbs,Fr.,"Wausau, Wis.",West,2015
Lubern Figaro,31,S,"6'0""",181 lbs,So.,"Everett, Mass.",Everett,2015
Leon Jacobs,32,ILB,"6'2""",233 lbs,Jr.,"San Pedro, Calif.",Golden Valley,2015
Chikwe Obasih,34,DE,"6'3""",268 lbs,R-So.,"Brookfield, Wis.",Central,2015
Derek Watt,34,FB,"6'2""",236 lbs,R-Sr.,"Pewaukee, Wis.",Pewaukee,2015
Joe Ferguson,36,S,"6'1""",195 lbs,R-So.,"Madison, Wis.",Memorial,2015
Troy Laufenberg,36,RB,"5'10""",190 lbs,Fr.,"Waunakee, Wis.",Waunakee,2015
Andrew Endicott,37,K,"5'9""",172 lbs,Jr.,"Roseville, Calif.",Jesuit,2015
Bret Verstegen,37,S,"5'11""",182 lbs,Fr.,"Kimberly, Wis.",Kimberly,2015
John Damrow,38,TE,"6'3""",225 lbs,R-Fr.,"Delavan, Wis.",Delavan-Darien,2015
P.J. Rosowski,38,P,"6'3""",199 lbs,R-Fr.,"Stoughton, Wis.",Stoughton,2015
Zach Hintze,39,K,"6'0""",170 lbs,Fr.,"Fond du Lac, Wis.",St. Mary's Springs,2015
Jesse Hayes,41,OLB,"6'3""",233 lbs,R-Sr.,"Cincinnati, Ohio",Moeller,2015
Henry Houden,41,WR,"6'4""",194 lbs,Fr.,"Madison, Wis.",Memorial,2015
T.J. Watt,42,OLB,"6'5""",244 lbs,R-So.,"Pewaukee, Wis.",Pewaukee,2015
Ryan Connelly,43,ILB,"6'3""",233 lbs,R-Fr.,"Eden Prairie, Minn.",Eden Prairie,2015
Peter Roy,43,WR,"6'0""",186 lbs,R-Fr.,"Muskego, Wis.",Muskego,2015
Eric Steffes,44,TE,"6'5""",255 lbs,R-Jr.,"Mount Calvary, Wis.",St. Mary's Springs,2015
Alec Ingold,45,RB,"6'2""",237 lbs,Fr.,"Green Bay, Wis.",Bay Port,2015
Nick Thomas,45,ILB,"6'2""",224 lbs,Fr.,"Bradenton, Fla.",IMG Academy,2015
Austin Traylor,46,TE,"6'4""",245 lbs,R-Sr.,"Columbus, Ohio",Walnut Ridge,2015
Vince Biegel,47,OLB,"6'4""",246 lbs,R-Jr.,"Wisconsin Rapids, Wis.",Lincoln,2015
Mitchell Herl,47,TE,"6'4""",217 lbs,Fr.,"Middleton, Wis.",Middleton,2015
Jack Cichy,48,OLB,"6'2""",223 lbs,R-So.,"Somerset, Wis.",Hill Murray,2015
Kyle Penniston,49,TE,"6'4""",233 lbs,Fr.,"Orange, Calif.",Mater Dei,2015
Chris Orr,50,ILB,"6'0""",228 lbs,Fr.,"DeSoto, Texas",DeSoto,2015
Jacob Maxwell,52,OL,"6'6""",309 lbs,R-Fr.,"Greendale, Wis.",Greendale,2015
David Pfaff,52,DE,"6'2""",257 lbs,Fr.,"Mequon, Wis.",Homestead,2015
T.J. Edwards,53,ILB,"6'1""",238 lbs,R-Fr.,"Lake Villa, Ill.",Lakes Community,2015
Ty DeForest,54,ILB,"6'0""",220 lbs,Fr.,"Marshall, Wis.",Marshall,2015
Garret Dooley,55,OLB,"6'3""",234 lbs,R-So.,"Rochester, Ill.",Rochester,2015
Zack Baun,56,OLB,"6'3""",221 lbs,Fr.,"Brown Deer, Wis.",Brown Deer,2015
Alec James,57,DE,"6'3""",264 lbs,R-So.,"Brookfield, Wis.",East,2015
George Panos,58,OL,"6'5""",321 lbs,R-Fr.,"Hartland, Wis.",Arrowhead,2015
Joe Schobert,58,OLB,"6'2""",236 lbs,Sr.,"Waukesha, Wis.",West,2015
Tyler Johnson,59,OLB,"6'3""",234 lbs,Fr.,"Menasha, Wis.",Menasha,2015
Connor Udelhoven,60,LS,"6'0""",225 lbs,R-Jr.,"St. Paul, Minn.",Cretin-Derham Hall,2015
Tyler Marz,61,OL,"6'7""",325 lbs,R-Sr.,"Springfield, Minn.",Springfield,2015
Walker Williams,62,OL,"6'7""",321 lbs,R-Jr.,"Tacoma, Wash.",Baptist,2015
Michael Deiter,63,OL,"6'6""",316 lbs,R-Fr.,"Curtice, Ohio",Genoa,2015
Brett Connors,64,OL,"6'6""",310 lbs,R-Fr.,"New Berlin, Wis.",West,2015
Ryan Ramczyk,65,OL,"6'6""",297 lbs,Jr.,"Stevens Point, Wis.",Stevens Point Area,2015
Olive Sagapolu,65,NT,"6'2""",332 lbs,Fr.,"Pago Pago, American Samoa",Mater Dei (Calif.),2015
Beau Benzschawel,66,OL,"6'6""",308 lbs,R-Fr.,"Grafton, Wis.",Grafton,2015
Kelly Thomas,66,DE,"6'6""",246 lbs,Fr.,"Racine, Wis.",St. Catherine's,2015
Jon Dietzen,67,OL,"6'6""",329 lbs,Fr.,"Black Creek, Wis.",Seymour,2015
David Moorman,68,OL,"6'5""",288 lbs,Fr.,"Northville, Mich.",Northville,2015
Aidan McNamara,69,OL,"6'4""",314 lbs,R-So.,"Madison, Wis.",West,2015
Dan Voltz,70,OL,"6'3""",301 lbs,R-Jr.,"Barrington, Ill.",Barrington,2015
Ray Ball,71,OL,"6'7""",321 lbs,R-Sr.,"Columbus, Ohio",Westerville South,2015
Kevin Estes,73,OL,"6'5""",273 lbs,Fr.,"San Marcos, Calif.",San Marcos,2015
Hayden Biegel,74,OL,"6'7""",299 lbs,R-So.,"Wisconsin Rapids, Wis.",Wisconsin Rapids,2015
Gunnar Roberge,74,NT,"6'4""",299 lbs,Fr.,"Seymour, Wis.",Seymour,2015
Micah Kapoi,75,OL,"6'3""",330 lbs,R-Fr.,"Kapolei, Hawaii",Kapolei,2015
Logan Schmidt,76,OL,"6'4""",303 lbs,R-Jr.,"Gotham, Wis.",Richland Center,2015
Ian Dretzka,77,OL,"6'6""",312 lbs,Fr.,"Delafield, Wis.",Kettle Moraine,2015
Jason Erdmann,78,OL,"6'6""",326 lbs,Fr.,"Richfield, Wis.",Slinger,2015
Ben Hemer,79,OL,"6'6""",299 lbs,R-So.,"Medford, Wis.",Medford,2015
Troy Fumagalli,81,TE,"6'6""",247 lbs,R-So.,"Aurora, Ill.",Waubonsie Valley,2015
A.J. Jordan,82,WR,"6'0""",195 lbs,R-Sr.,"Dayton, Ohio",Trotwood Madison,2015
Andrew James,84,WR,"6'0""",166 lbs,Fr.,"Fort Lauderdale,                                                                Fla.",Cardinal Gibbons,2015
Krenwick Sanders,85,WR,"6'2""",204 lbs,So.,"Jesup, Ga.",Wayne County,2015
Alex Erickson,86,WR,"6'0""",197 lbs,R-Sr.,"Darlington, Wis.",Darlington,2015
George Rushing,87,WR,"6'1""",180 lbs,So.,"Miramar, Fla.",Cardinal Gibbons,2015
David Edwards,89,TE,"6'7""",239 lbs,Fr.,"Downers Grove, Ill.",North,2015
Drew Meyer,90,P,"6'3""",189 lbs,R-Sr.,"Hartland, Wis.",Arrowhead,2015
Zander Neuville,91,DE,"6'5""",255 lbs,R-Fr.,"Waupaca, Wis.",Waupaca,2015
Jeremy Patterson,92,NT,"6'3""",335 lbs,R-Fr.,"Screven, Ga.",Wayne County,2015
Jake Keefer,93,DE,"6'3""",273 lbs,R-Sr.,"Woodville, Wis.",Baldwin-Woodville,2015
Conor Sheehy,94,NT,"6'4""",272 lbs,So.,"Milwaukee, Wis.",Marquette,2015
Arthur Goldberg,95,DE,"6'3""",296 lbs,R-Jr.,"Mount Lebanon, Pa.",Mount Lebanon,2015
Connor Allen,96,P,"6'0""",170 lbs,Fr.,"New Berlin, Wis.",Brookfield East,2015
Billy Hirschfeld,96,DE,"6'6""",287 lbs,R-Fr.,"Okauchee, Wis.",Arrowhead,2015
Jack Russell,97,K,"6'0""",175 lbs,Sr.,"Waunakee, Wis.",Waunakee,2015
Andrew Ruzek,97,DE,"6'6""",258 lbs,Fr.,"Stevens Point,                                                                Wis.",Stevens Point Area,2015
Kraig Howe,98,DE,"6'3""",241 lbs,Fr.,"Dayton, Ohio",Archbishop Alter,2015
Reggie Love,1,WR,"6'3""",225 lbs,Sr.,"Boynton Beach, Fla.",Spanish River,2016
Garret Dooley,5,OLB,"6'3""",247 lbs,Jr.,"Rochester, Ill.",Rochester,2016
Chris James,5,RB,"5'10""",208 lbs,Jr.,"Chicago, Ill.",Notre Dame College Prep/Pittsburgh,2016
Corey Clement,6,RB,"5'11""",227 lbs,Sr.,"Glassboro, N.J.",Glassboro,2016
Bradrick Shaw,7,RB,"6'1""",211 lbs,Fr.,"Birmingham, Ala.",Hoover,2016
Sojourn Shelton,8,CB,"5'9""",168 lbs,Sr.,"Fort Lauderdale, Fla.",Plantation,2016
Titus Booker,9,CB,"5'11""",190 lbs,Fr.,"Round Lake Beach, Ill.",Grayslake North,2016
Karé Lyles,9,QB,"6'0""",214 lbs,Fr.,"Scottsdale, Ariz.",Saguaro,2016
Seth Currens,10,S,"6'3""",208 lbs,Fr.,"Pickerington, Ohio",Central,2016
Nick Nelson,11,CB,"5'11""",204 lbs,Jr.,"Glenarden, Md.",Suitland/Hawai’i,2016
Jazz Peavy,11,WR,"6'0""",184 lbs,Jr.,"Kenosha, Wis.",Tremper,2016
Alex Hornibrook,12,QB,"6'4""",219 lbs,Fr.,"West Chester, Pa.",Malvern Prep,2016
Natrell Jamerson,12,CB,"6'0""",188 lbs,Jr.,"Ocala, Fla.",Vanguard,2016
Evan Bondoc,13,S,"6'1""",203 lbs,So.,"Madison, Wis.",Edgewood,2016
Bart Houston,13,QB,"6'4""",235 lbs,Sr.,"Dublin, Calif.",De La Salle,2016
D'Cota Dixon,14,S,"5'10""",197 lbs,Jr.,"Oak Hill, Fla.",New Smyrna Beach,2016
Garrett Groshek,14,QB,"5'11""",209 lbs,Fr.,"Amherst Junction, Wis.",Amherst,2016
Anthony Lotti,15,P,"6'0""",186 lbs,Fr.,"Flowery Branch, Ga.",West Hall,2016
Robert Wheelwright,15,WR,"6'3""",211 lbs,Sr.,"Columbus, Ohio",Walnut Ridge,2016
George Rushing,17,WR,"6'1""",192 lbs,Jr.,"Miramar, Fla.",Cardinal Gibbons,2016
Caesar Williams,18,CB,"6'0""",179 lbs,Fr.,"Grand Prairie, Texas",South,2016
Jack Dunn,19,WR,"5'7""",178 lbs,Fr.,"Madison, Wis.",Edgewood,2016
Leo Musso,19,S,"5'10""",194 lbs,Sr.,"Waunakee, Wis.",Waunakee,2016
Austin Ramesh,20,FB,"6'1""",251 lbs,Jr.,"Land O’ Lakes, Wis.",Northland Pines,2016
Cristian Volpentesta,20,DB,"5'9""",191 lbs,Fr.,"Highland Park, Ill.",Highland Park,2016
Arrington Farrar,21,S,"6'2""",220 lbs,So.,"Atlanta, Ga.",Woodward,2016
Mark Saari,21,RB,"6'0""",207 lbs,So.,"Montreal, Wis.",Hurley,2016
Patrick Johnson,22,S,"5'11""",203 lbs,Fr.,"Washington, D.C.",The Bullis School,2016
Dare Ogunbowale,23,RB,"5'11""",205 lbs,Sr.,"Milwaukee, Wis.",Marquette,2016
Mason Stokke,23,ILB,"6'2""",217 lbs,Fr.,"Menomonie, Wis.",Menomonie,2016
Keelon Brookins,24,S,"5'11""",218 lbs,Jr.,"St. Paul, Minn.",Tartan,2016
Adam Krumholz,24,WR,"6'1""",186 lbs,Fr.,"Stoughton, Wis.",Stoughton,2016
Derrick Tindal,25,CB,"5'11""",175 lbs,Jr.,"Fort Lauderdale, Fla.",Boyd Anderson,2016
Eric Burrell,26,S,"6'0""",184 lbs,Fr.,"Severn, Md.",McDonogh School,2016
Rafael Gaglianone,27,K,"5'11""",219 lbs,Jr.,"Sao Paulo, Brazil",Chattanooga (Tenn.) Baylor,2016
Kendric Pryor,27,WR,"5'11""",179 lbs,Fr.,"Hazel Crest, Ill.",Homewood-Flossmoor,2016
Taiwan Deal,28,RB,"6'1""",224 lbs,So.,"Capitol Heights, Md.",DeMatha,2016
Blake Mielke,28,S,"6'2""",199 lbs,Fr.,"Hartland, Wis.",Arrowhead,2016
Dontye Carriere-Williams,29,CB,"5'10""",189 lbs,Fr.,"Miami, Fla.",St. Thomas Aquinas,2016
Troy Laufenberg,29,RB,"5'10""",189 lbs,Fr.,"Waunakee, Wis.",Waunakee,2016
Aaron Maternowski,30,FB,"6'0""",239 lbs,Fr.,"Slinger, Wis.",Slinger,2016
Serge Trezy,30,CB,"6'2""",201 lbs,Sr.,"Orlando, Fla.",Agape/Eastern Arizona,2016
Lubern Figaro,31,S,"6'0""",182 lbs,Jr.,"Everett, Mass.",Everett,2016
Leon Jacobs,32,FB,"6'2""",238 lbs,Jr.,"San Pedro, Calif.",Golden Valley,2016
Sam Brodner,34,RB,"5'10""",218 lbs,Fr.,"Glen Ellyn, Ill.",Glenbard West,2016
Chikwe Obasih,34,DE,"6'3""",267 lbs,Jr.,"Brookfield, Wis.",Central,2016
Joe Ferguson,36,S,"6'1""",195 lbs,Jr.,"Madison, Wis.",Memorial,2016
Andrew Endicott,37,K,"5'9""",173 lbs,Sr.,"Roseville, Calif.",Jesuit,2016
Bret Verstegen,37,S,"5'11""",183 lbs,Fr.,"Kimberly, Wis.",Kimberly,2016
P.J. Rosowski,38,P,"6'3""",211 lbs,So.,"Stoughton, Wis.",Stoughton,2016
Zach Hintze,39,K,"6'0""",175 lbs,Fr.,"Fond du Lac, Wis.",St. Mary's Springs,2016
Jake Whalen,39,OLB,"6'1""",236 lbs,Fr.,"Wausau, Wis.",West,2016
Jake Hescock,41,TE,"6'7""",252 lbs,Fr.,"Pittsfield, Mass.",Salisbury School,2016
Max Praschak,41,OLB,"6'2""",210 lbs,Fr.,"Somerset, Wis.",Somerset,2016
Gabe Lloyd,42,TE,"6'4""",240 lbs,Fr.,"Green Bay, Wis.",Northeast Wisconsin Lutheran,2016
T.J. Watt,42,OLB,"6'5""",243 lbs,Jr.,"Pewaukee, Wis.",Pewaukee,2016
Ryan Connelly,43,ILB,"6'3""",235 lbs,So.,"Eden Prairie, Minn.",Eden Prairie,2016
Peter Roy,43,WR,"6'0""",187 lbs,So.,"Muskego, Wis.",Muskego,2016
Eric Steffes,44,TE,"6'5""",262 lbs,Sr.,"Mount Calvary, Wis.",St. Mary's Springs,2016
Alec Ingold,45,FB,"6'2""",238 lbs,So.,"Green Bay, Wis.",Bay Port,2016
Jack Popp,46,WR,"6'2""",210 lbs,Fr.,"Mequon, Wis.",Homestead,2016
Nick Thomas,46,ILB,"6'2""",240 lbs,Fr.,"Bradenton, Fla.",IMG Academy,2016
Vince Biegel,47,OLB,"6'4""",245 lbs,Sr.,"Wisconsin Rapids, Wis.",Lincoln,2016
Jack Cichy,48,ILB,"6'2""",233 lbs,Jr.,"Somerset, Wis.",Hill Murray,2016
Mitchell Herl,48,TE,"6'4""",254 lbs,Fr.,"Middleton, Wis.",Middleton,2016
Christian Bell,49,OLB,"6'4""",247 lbs,Fr.,"Birmingham, Ala.",Hoover/Alabama,2016
Kyle Penniston,49,TE,"6'4""",236 lbs,Fr.,"Orange, Calif.",Mater Dei,2016
Chris Orr,50,ILB,"6'0""",227 lbs,So.,"DeSoto, Texas",DeSoto,2016
Noah Burks,51,OLB,"6'2""",231 lbs,Fr.,"Carmel, Ind.",Carmel,2016
Griffin Grady,51,OLB,"6'3""",211 lbs,Fr.,"Dublin, Ohio",Coffman,2016
Jacob Maxwell,52,OL,"6'6""",313 lbs,So.,"Greendale, Wis.",Greendale,2016
David Pfaff,52,DE,"6'2""",269 lbs,Fr.,"Mequon, Wis.",Homestead,2016
T.J. Edwards,53,ILB,"6'1""",244 lbs,So.,"Lake Villa, Ill.",Lakes Community,2016
Zack Baun,56,OLB,"6'3""",231 lbs,Fr.,"Brown Deer, Wis.",Brown Deer,2016
Alec James,57,DE,"6'3""",266 lbs,Jr.,"Brookfield, Wis.",East,2016
Mike Maskalunas,58,ILB,"6'3""",217 lbs,Fr.,"Long Grove, Ill.",Adlai E. Stevenson,2016
Tyler Johnson,59,OLB,"6'3""",239 lbs,Fr.,"Menasha, Wis.",Menasha,2016
Connor Udelhoven,60,LS,"6'0""",228 lbs,Sr.,"St. Paul, Minn.",Cretin-Derham Hall,2016
Tyler Biadasz,61,OL,"6'3""",291 lbs,Fr.,"Amherst, Wis.",Amherst,2016
Patrick Kasl,62,OL,"6'5""",291 lbs,Fr.,"Wyoming, Minn.",Forest Lake,2016
Michael Deiter,63,OL,"6'6""",325 lbs,So.,"Curtice, Ohio",Genoa,2016
Brett Connors,64,OL,"6'6""",306 lbs,So.,"New Berlin, Wis.",West,2016
Ryan Ramczyk,65,OL,"6'6""",314 lbs,Jr.,"Stevens Point, Wis.",Stevens Point Area,2016
Olive Sagapolu,65,NT,"6'2""",340 lbs,So.,"Pago Pago, American Samoa",Mater Dei (Calif.),2016
Beau Benzschawel,66,OL,"6'6""",321 lbs,So.,"Grafton, Wis.",Grafton,2016
Kelly Thomas,66,DE,"6'6""",274 lbs,Fr.,"Racine, Wis.",St. Catherine's,2016
Jon Dietzen,67,OL,"6'6""",333 lbs,Fr.,"Black Creek, Wis.",Seymour,2016
David Moorman,68,OL,"6'5""",305 lbs,Fr.,"Northville, Mich.",Northville,2016
Hegeman Tiedt,68,DE,"6'4""",235 lbs,Fr.,"Burlington, Wis.",Burlington,2016
Cole Van Lanen,71,OL,"6'5""",287 lbs,Fr.,"Green Bay, Wis.",Bay Port,2016
Kevin Estes,73,OL,"6'5""",263 lbs,Fr.,"San Marcos, Calif.",San Marcos,2016
Gunnar Roberge,74,NT,"6'4""",281 lbs,Fr.,"Seymour, Wis.",Seymour,2016
Micah Kapoi,75,OL,"6'3""",334 lbs,So.,"Kapolei, Hawaii",Kapolei,2016
Ian Dretzka,77,OL,"6'6""",322 lbs,Fr.,"Delafield, Wis.",Kettle Moraine,2016
Jason Erdmann,78,OL,"6'6""",324 lbs,Fr.,"Richfield, Wis.",Slinger,2016
David Edwards,79,OL,"6'7""",285 lbs,Fr.,"Downers Grove, Ill.",North,2016
Troy Fumagalli,81,TE,"6'6""",248 lbs,Jr.,"Aurora, Ill.",Waubonsie Valley,2016
Henry Houden,82,WR,"6'4""",204 lbs,Fr.,"Madison, Wis.",Memorial,2016
A.J. Taylor,84,WR,"5'11""",194 lbs,Fr.,"Kansas City, Mo.",Rockhurst,2016
Zander Neuville,85,TE,"6'5""",270 lbs,So.,"Waupaca, Wis.",Waupaca,2016
Ricky Finco,86,WR,"5'8""",188 lbs,So.,"Hartland, Wis.",Arrowhead/UW-Whitewater,2016
Quintez Cephus,87,WR,"6'1""",195 lbs,Fr.,"Macon, Ga.",Stratford Academy,2016
Connor Allen,90,P,"6'0""",167 lbs,Fr.,"New Berlin, Wis.",Brookfield East,2016
Luke Benzschawel,90,TE,"6'6""",259 lbs,Fr.,"Grafton, Wis.",Grafton,2016
Jeremy Patterson,92,NT,"6'3""",350 lbs,So.,"Screven, Ga.",Wayne County,2016
Garrett Rand,93,DE,"6'2""",274 lbs,Fr.,"Chandler, Ariz.",Hamilton,2016
Conor Sheehy,94,DE,"6'4""",288 lbs,Jr.,"Milwaukee, Wis.",Marquette,2016
Keldric Preston,95,OLB,"6'4""",259 lbs,Fr.,"Tampa, Fla.",Robinson,2016
Billy Hirschfeld,96,DE,"6'6""",290 lbs,So.,"Okauchee, Wis.",Arrowhead,2016
Isaiahh Loudermilk,97,DE,"6'7""",277 lbs,Fr.,"Howard, Kan.",West Elk,2016
Kraig Howe,98,DE,"6'3""",268 lbs,Fr.,"Dayton, Ohio",Archbishop Alter,2016
Patrick Johnson,2,S,"5'11""",204 lbs,So.,"Washington, D.C.",The Bullis School,2017
Kendric Pryor,3,WR,"5'11""",185 lbs,Fr.,"Hazel Crest, Ill.",Homewood-Flossmoor,2017
A.J. Taylor,4,WR,"5'11""",202 lbs,So.,"Kansas City, Mo.",Rockhurst,2017
Garret Dooley,5,OLB,"6'3""",246 lbs,Sr.,"Rochester, Ill.",Rochester,2017
Chris James,5,RB,"5'10""",219 lbs,Jr.,"Chicago, Ill.",Notre Dame College Prep/Pittsburgh,2017
Danny Davis III,6,WR,"6'0""",186 lbs,Fr.,"Springfield, Ohio",Springfield,2017
Bradrick Shaw,7,RB,"6'1""",220 lbs,So.,"Birmingham, Ala.",Hoover,2017
Joe Ferguson,8,S,"6'1""",195 lbs,Sr.,"Madison, Wis.",Memorial,2017
Rachid Ibrahim,9,RB,"6'0""",195 lbs,Sr.,"Rockville, Md.",Avalon/Pittsburgh,2017
Jack Coan,10,QB,"6'3""",202 lbs,Fr.,"Sayville, N.Y.",Sayville,2017
Seth Currens,10,S,"6'3""",213 lbs,Fr.,"Pickerington, Ohio",Central,2017
Nick Nelson,11,CB,"5'11""",208 lbs,Jr.,"Glenarden, Md.",Suitland/Hawai’i,2017
Jazz Peavy,11,WR,"6'0""",189 lbs,Sr.,"Kenosha, Wis.",Tremper,2017
Alex Hornibrook,12,QB,"6'4""",215 lbs,So.,"West Chester, Pa.",Malvern Prep,2017
Natrell Jamerson,12,S,"6'0""",198 lbs,Sr.,"Ocala, Fla.",Vanguard,2017
Evan Bondoc,13,S,"6'1""",201 lbs,Jr.,"Madison, Wis.",Edgewood,2017
D'Cota Dixon,14,S,"5'10""",204 lbs,Jr.,"Oak Hill, Fla.",New Smyrna Beach,2017
Anthony Lotti,15,P,"6'0""",191 lbs,So.,"Flowery Branch, Ga.",West Hall,2017
Danny Vanden Boom,15,QB,"6'5""",197 lbs,Fr.,"Kimberly, Wis.",Kimberly,2017
Jack Dunn,16,WR,"5'7""",180 lbs,Fr.,"Madison, Wis.",Edgewood,2017
George Rushing,17,WR,"6'1""",200 lbs,Sr.,"Miramar, Fla.",Cardinal Gibbons,2017
Andrew Van Ginkel,17,OLB,"6'4""",234 lbs,Jr.,"Rock Valley, Iowa",Rock Valley/Iowa Western C.C.,2017
Arrington Farrar,18,ILB,"6'2""",237 lbs,Jr.,"Atlanta, Ga.",Woodward,2017
Karé Lyles,19,QB,"6'0""",212 lbs,Fr.,"Scottsdale, Ariz.",Saguaro,2017
Faion Hicks,20,CB,"5'10""",186 lbs,Fr.,"Miami, Fla.",Flanagan,2017
Austin Ramesh,20,FB,"6'1""",255 lbs,Sr.,"Land O’ Lakes, Wis.",Northland Pines,2017
Mark Saari,21,RB,"6'0""",219 lbs,Jr.,"Montreal, Wis.",Hurley,2017
Caesar Williams,21,CB,"6'0""",183 lbs,Fr.,"Grand Prairie, Texas",South,2017
Cade Green,22,WR,"5'11""",185 lbs,Fr.,"Austin, Texas",Lake Travis,2017
Mason Stokke,23,ILB,"6'2""",226 lbs,Fr.,"Menomonie, Wis.",Menomonie,2017
Jonathan Taylor,23,RB,"5'11""",214 lbs,Fr.,"Salem, N.J.",Salem,2017
Madison Cone,24,CB,"5'9""",178 lbs,Fr.,"Kernersville, N.C.",East Forsyth,2017
Adam Krumholz,24,WR,"6'1""",201 lbs,Fr.,"Stoughton, Wis.",Stoughton,2017
Scott Nelson,25,S,"6'2""",194 lbs,Fr.,"Detroit, Mich.",University of Detroit Jesuit,2017
Derrick Tindal,25,CB,"5'11""",181 lbs,Sr.,"Fort Lauderdale, Fla.",Boyd Anderson,2017
Eric Burrell,26,S,"6'0""",187 lbs,Fr.,"Severn, Md.",McDonogh School,2017
Chris Clementi,26,WR,"5'11""",181 lbs,Jr.,"Wausau, Wis.",West,2017
Rafael Gaglianone,27,K,"5'11""",232 lbs,Jr.,"Sao Paulo, Brazil",Chattanooga (Tenn.) Baylor,2017
Cristian Volpentesta,27,CB,"5'9""",191 lbs,Fr.,"Highland Park, Ill.",Highland Park,2017
Taiwan Deal,28,RB,"6'1""",219 lbs,Jr.,"Capitol Heights, Md.",DeMatha,2017
Blake Mielke,28,S,"6'2""",200 lbs,So.,"Hartland, Wis.",Arrowhead,2017
Dontye Carriere-Williams,29,CB,"5'10""",192 lbs,Fr.,"Miami, Fla.",St. Thomas Aquinas,2017
Coy Wanner,30,TE,"6'3""",247 lbs,Fr.,"Green Bay, Wis.",Preble,2017
Lubern Figaro,31,CB,"6'0""",188 lbs,Sr.,"Everett, Mass.",Everett,2017
Tyler Mais,31,S,"6'1""",202 lbs,Fr.,"Waunakee, Wis.",Waunakee,2017
Jake Collinsworth,32,ILB,"6'1""",225 lbs,Fr.,"Merrill, Wis.",Merrill,2017
Leon Jacobs,32,OLB,"6'2""",245 lbs,Sr.,"San Pedro, Calif.",Golden Valley,2017
Sam Brodner,34,RB,"5'10""",216 lbs,Fr.,"Glen Ellyn, Ill.",Glenbard West,2017
Chikwe Obasih,34,DE,"6'3""",275 lbs,Sr.,"Brookfield, Wis.",Central,2017
Hunter Johnson,36,RB,"6'0""",209 lbs,Fr.,"Darlington, Wis.",Darlington,2017
Kobe Knaak,36,S,"5'9""",180 lbs,Fr.,"Franklin, Wis.",Franklin,2017
Ethan Cesarz,37,ILB,"6'0""",237 lbs,Fr.,"Delavan, Wis.",Delavan-Darien,2017
Garrett Groshek,37,RB,"5'11""",216 lbs,Fr.,"Amherst Junction, Wis.",Amherst,2017
Sam DeLany,38,WR,"5'10""",162 lbs,Fr.,"Delafield, Wis.",Kettle Moraine,2017
P.J. Rosowski,38,P,"6'3""",217 lbs,Jr.,"Stoughton, Wis.",Stoughton,2017
Zach Hintze,39,K,"6'0""",182 lbs,So.,"Fond du Lac, Wis.",St. Mary's Springs,2017
Jake Whalen,39,FB,"6'1""",246 lbs,So.,"Wausau, Wis.",West,2017
Noah Burks,41,OLB,"6'2""",230 lbs,Fr.,"Carmel, Ind.",Carmel,2017
Paul Jackson,41,WR,"6'3""",214 lbs,Jr.,"Miami Gardens, Fla.",Youngstown (Ohio) Ursuline,2017
Ryan Connelly,43,ILB,"6'3""",228 lbs,Jr.,"Eden Prairie, Minn.",Eden Prairie,2017
Peter Roy,43,WR,"6'0""",195 lbs,Jr.,"Muskego, Wis.",Muskego,2017
Alec Ingold,45,FB,"6'2""",246 lbs,Jr.,"Green Bay, Wis.",Bay Port,2017
Hegeman Tiedt,45,OLB,"6'4""",237 lbs,Fr.,"Burlington, Wis.",Burlington,2017
Gabe Lloyd,46,TE,"6'4""",247 lbs,Fr.,"Green Bay, Wis.",Northeast Wisconsin Lutheran,2017
Nick Thomas,46,ILB,"6'2""",225 lbs,So.,"Bradenton, Fla.",IMG Academy,2017
Griffin Grady,47,ILB,"6'3""",225 lbs,So.,"Dublin, Ohio",Coffman,2017
Jack Cichy,48,ILB,"6'2""",234 lbs,Sr.,"Somerset, Wis.",Hill Murray,2017
Kyle Penniston,49,TE,"6'4""",244 lbs,So.,"Orange, Calif.",Mater Dei,2017
